:START_ID(user),:END_ID(restaurant),review_id,stars,useful,cool
l20O-EVQ-EApC0ecpmXQPg,gDc_CGQD__1IqL79TaUKrg,1lcHmG8uAKg_fnwM8hg4UA,1,2,0
3DI3gI3ADqLJl9hFIa4dRQ,rugDoz-A6vL-FG-8PbvOag,CkwJZIKyTJwN-Xnyz6cS4w,2,2,0
TdBYYgkWl68buI8HfzfalA,QOMipQ_Xd2ISvO0MvAS_xQ,FFAFLtvVTEwim5Q-XpbZMQ,4,2,0
WDRfsqn-ySuaj5in93GjdA,leBpyQruds138tREAfRvzA,VnTAyqcUitmia89tz9Mp1A,1,0,0
n2UpKhkU2N-66a1QQzrjYw,8htTVv-lUyz2SUXKcwSC_A,-JHkrmYqCKQyiGRFPC5QmA,1,0,2
veRuVX9rMGfvU8q2nZEUQQ,I99hAdRjOW31DfHW6MUqwg,hB1nfB9qIsGejJ4vzoX-uA,1,2,0
kJ3uqZ5r04BlP16axP9QAA,K3ZZua4ab6YLhPqZ_DEDlw,TVS_vmqaxp8SIaKfcFCvTA,2,0,0
luvSzL0ql84Lb0sZbh-VOw,2UPOe4CTsy57JyBWCjNWbQ,dbfP7yTwarcDeiLgJbN4zg,5,0,1
EFfnuikiPzDdj-0SWKHfWg,4mEqLXZD6aU3ymapf_hbIw,Udxu6OoQM6NVmnaZNqyezw,1,3,0
w5ubqLlHn7Vh6xJkOJwhvA,4orl8-9N6Opr9FJjpsSVCw,7V0fn9k7iH0G-vc-ub4hTQ,1,0,0
coSaOKWoi73xJ4tnUptIaQ,xHWi7ZQ0zlRoKWlfnmhOYA,QFH_stVAWPqSDGcYWvnz-Q,5,0,0
G1cT_L6toouKCIehhgCzWQ,51Fo_uY52A5oaI8YTHU5yg,6F6TREEwhTar8ir6d-A01Q,2,0,1
116WqzT3Egf7yfRp5UGWyg,IHO1oAX0PrEQo5VYuipX7g,cVBMiietzeKeMLHCiuGtfQ,5,0,0
0eGnVtr_l5rsHp8JrJwIEg,FhI8-M6EYtwfrerkWL_VMg,DR15tYRmBvFZ0koTss7jdQ,2,4,2
BfGo4ftlzk2IRwiyFcfL3A,WXVb0_TPSNGjqRshykMY8Q,ReRFPUp2iMFHb_AYZlHwMQ,1,2,0
rccBL30LOc-gtMiOZeb84Q,YSJ2WaubNxMCnlNsZfIQbQ,TtI-6ohPsZgUHXxgbdQjvQ,5,0,0
Sru74jmh8G7Ny70RVUnU1Q,xHWi7ZQ0zlRoKWlfnmhOYA,01fnbHZSFKddoAf5BPbZsQ,4,2,1
Gl89V498xtdBau2eiZucgg,FhI8-M6EYtwfrerkWL_VMg,hNTvK0V6xMpAJ6Kyjn7lBg,3,2,2
SqjAPXqcqqPwLYwuNpfsfw,E9KNLJmufM-fFHV9xJSK4g,WGqrjBe5fieiNOV7xdTI1g,1,0,0
eopmkPjbMQz9uh1hnZ8nhA,rugDoz-A6vL-FG-8PbvOag,vxTDtjvrsYg-ow_5ntnZPg,1,2,1
dJ8xl2f99xhfZwnEBl_QEg,Y9EfIbXryZVWA3IVx86bAw,r7T4bP-SkNWSkxH8p-6u0w,5,8,5
30Dzzprtt2OGflqLaGGHzA,YSJ2WaubNxMCnlNsZfIQbQ,gsZs88SJAhmuE9yDrD9YWw,2,5,2
Ej6xDUn_q8vmGN_nZH9ZZQ,I99hAdRjOW31DfHW6MUqwg,I4zZGOuRQn8FiWm3Nk78Qg,1,0,0
-Dwc3cGvBhEaScMw8sLWLA,rugDoz-A6vL-FG-8PbvOag,hAy_zlelrTmrYdVLkXyHqg,4,2,0
iBWvEENMEov76kvy7QlZ7w,n7XtDJQVnxb1UzPPzlOlHQ,MtO0-5pkVIBvhqq6FqjepQ,3,0,0
hIPTSNkTjfVxzM21t7YshA,4wvKerRd-Y88IX6E5lCArQ,0a3PW_sn6CHzqDRoF5rsOQ,5,0,0
y5X9AxaoVEizD6FzX9J2zA,K3ZZua4ab6YLhPqZ_DEDlw,tTK0dPBOTkfxojZU77OSxQ,2,0,0
6htv95HNSKIJc9wtFO0eiw,s-0tlWRv3QQnFEzs5CytRw,VdDFRGuq6yEUvrvl_ZGgiA,3,3,0
kXftZ93d9N-7uTEahAp4Pw,oa4bCkow1hrF6pqQCT6EGQ,TRxpgt3RgVoIEdZWCwnzvQ,1,0,0
YSC_gNaKtFrBFXLbjUFFXA,4hWPnJWr1pJYOcI0CGrzWg,HnnEGvH5JyQk4axpokXzLg,5,0,0
Zs9vuywjnktXyhDSLfUrZQ,5xIcqp5q-6mw1FKaKpRCxw,LKO7mCuut3IqK9680b2IUA,3,0,0
ybVfTNUs2I-aUF1w1A8Ufg,J1vj7-l7v4jYXxSR6ffPkA,cwdPnLMW_eoGV4h0ZxWySw,1,0,0
HLVoGGdFFJo9WlRdj6BUyA,LOYex5JW6KuH_4t332wzsQ,pwWJ1K5WNsEjbYtBwELXwQ,3,0,0
i69Y8hTRpeizaLA8y6qYkQ,XjaYTbAMsIOkofZJ4QSuJA,tmPdkAC08QmJRPcDz-uYyQ,5,0,0
xj-6clhyGsqVJ4VygHJkbw,tpJSzkIvZYvGJB7rekoGjw,vjbWxsAdq0Ex1Gj_CYiuvA,5,0,0
6LrE2rZzwjcqRk_kAPJJDw,sy7uEcDtctaeYqD7HGrPCg,1Z3hqU6s-FDhRh0JZ53mPQ,5,0,0
IOaKa_aLKmmisE2VPfd6HQ,51Fo_uY52A5oaI8YTHU5yg,zn5EZ87WD-oGMGj6my-rkw,5,0,0
DczGKRmdo1lEPKFijOfvgw,rugDoz-A6vL-FG-8PbvOag,y4X-qU9IPQXr_3m1NwqwVw,4,0,0
kc4kn028zSyl7NPvxJ47KA,1h-Irop_Rad5LB9EBf59SA,crTggU8yxPF3YLIC7eTvZQ,2,2,2
aeWr59mz7oNJOIvFO7wxJA,5oEyGDeqeXeMfFXZdevtFg,KTazbnHdn5dlqB0Wyyd26Q,4,0,0
jdTfBfWIOjdfKyLHzERDPw,leBpyQruds138tREAfRvzA,bFr_K-Eaw-sVSHz2MB-Big,5,0,0
AYB-t0IuBiAxYeB_W7cyuQ,qC8Whdafj7-DQ29b7Rlcdw,-MjWIpjmTf7oL2AfQcubJw,1,0,0
kxffT2lqsb_Uk-cTlDxTFQ,e1D2n12gzzsyCdUdas5MKg,ChGyQTBDER-JH7B8KjsU5Q,3,4,0
Ch759-9JBBu-UafQ2-abYQ,BEbSlK67eM7YnE9O5R7cGA,hrDUBMVg0LI6MAufioYjLA,5,2,2
jofRlWezV7QJpCjBGRXnEg,rugDoz-A6vL-FG-8PbvOag,7bM-AFfQTktro_a10Po5kw,4,1,1
dyMEh-Xt4TBMj5RKUfOx7A,PEb_HioboxCfFONLZzVNTQ,jwFUILAwGhYjnC7OaI94xg,5,0,0
lBghPGxw0tNmHXJGg9ftTA,rugDoz-A6vL-FG-8PbvOag,jS1xX_qWRCMYNoNR7s2QMQ,1,0,0
7AdD2a2TeUkLkbcBB28yMQ,PEb_HioboxCfFONLZzVNTQ,7bSTfMr0-o5VQsgTJhvdjg,5,0,0
UYgOvV0yB4FYCRHTUtsMgw,5xIcqp5q-6mw1FKaKpRCxw,qcjaUoyCrj_bgRu0gp0zXg,5,0,0
OS1Ef_1RtkRkFLiH-E1z_w,prjS_8VAw65e32UtoCj5AA,LazfcR24uRNr-xWeLoqhhA,3,0,0
3H1P83Jxi3_XYiHEJLj_dw,51Fo_uY52A5oaI8YTHU5yg,NI943jmBpqvXQ_ZQSz7I5g,4,0,0
ciYjDNHYEHpIaS2nFl04Ew,WXVb0_TPSNGjqRshykMY8Q,y0XqEaNB44DdR6tTPMkIAg,2,2,0
71mTKIEXm7W4uN7TohJIJQ,d6CkVTvgiU-U-kLR1Mj09Q,6S2xe4TvSZr6PmJMar3ZVg,5,0,0
c6TbpWkXazQixKNTcyxJoA,prjS_8VAw65e32UtoCj5AA,dF58T9w84s-RoB0b8Emy9w,2,0,0
UUF3QL-hIfhHkaz8cPhOOA,I99hAdRjOW31DfHW6MUqwg,E7MlFKZ6j_wdtPWUlmAWSw,5,0,0
J2pUihnpf8iaW1fhpWar6w,n7XtDJQVnxb1UzPPzlOlHQ,4JKs8ZNR5clM1LNdmCMlDQ,5,0,1
AeQJLWNq6U7eGmTmaWGglA,Qx6IaAjbIECWWaRuqjYMfw,Yx9Uq6lEvDyDRbbdtdz78g,4,1,1
8A1NmtQBk-gNk2F4FKxYGg,51Fo_uY52A5oaI8YTHU5yg,HmtD0H5B1vOPQsw0_mxCoQ,5,0,1
wk1Dk2Xt11BDdW1ms5xf0Q,n7XtDJQVnxb1UzPPzlOlHQ,SB3dv64AICIhoJd_xrWz-A,5,0,0
obWpzxD1lyaaQOHQD0MHPw,lM5TtwwucIPIzEPeDqDaEw,joiLypY9GGGJhK5sjl6UKQ,4,0,0
NMmYuXTh3bsN3lwGcq9kJQ,2UPOe4CTsy57JyBWCjNWbQ,1Rt3-xXy3ueodvEtUFnY4w,3,1,0
DDBCxzHn4fRNeLLAzzGN3A,4hWPnJWr1pJYOcI0CGrzWg,N7HwANb7ivnFhI11_r2BoA,5,0,0
mFYfhIMSBpzu2fW8v6SrRQ,EQr26hrk8cEYsZjaMVU57g,FwRWvAnyiohAJOaoKr5m-Q,4,1,0
8f9i6WhQFV-_j3ajCVti9g,5xIcqp5q-6mw1FKaKpRCxw,ooGtPiePqU7ikiXeKbJHsg,4,0,0
oPChpUvzjl-AxM5smptHUw,FhI8-M6EYtwfrerkWL_VMg,l18fiXE3fqyDATExLHG0nQ,5,0,0
SZ_02f0_Brt8MUtilRBiCQ,4mEqLXZD6aU3ymapf_hbIw,q16OcY0kZPd2eNJPVqrXwQ,5,0,0
iHIlHXBJqKyR4T88hy2iFA,sy7uEcDtctaeYqD7HGrPCg,lyBO_64wPY8bSgZ_8QJ5fw,5,0,0
oiPutLXa5YpxcdLUMLyHjA,n7XtDJQVnxb1UzPPzlOlHQ,uj6E63BYNQWi5_jiRG66vg,5,2,0
ut_Ue8i0qYiV86ByWncm3w,2UPOe4CTsy57JyBWCjNWbQ,z3wAt-Vu8OqgPZdtnshK3A,1,0,0
Pq_okYAHQMxr0pxo_A2KDw,eUes9qc-i7WMkUIdtddNDQ,pJSuTe6G71Up_-w-MNZ0pA,1,0,0
xZBYiH4fIFsNUjxA2QiKPg,QOMipQ_Xd2ISvO0MvAS_xQ,wH2s3Icf6C4CtkYBeBCX9g,5,0,0
5qg_PdB2lRMlQzX4LNLWpg,J1vj7-l7v4jYXxSR6ffPkA,taFCq4M2pBFglmqXWYcZ7A,1,0,0
iQzEMC84mwIfBJNoBub1Yg,5oEyGDeqeXeMfFXZdevtFg,EC40dlNgc_H68u4CADmbjQ,5,0,0
wntGyJSD2boI8mx562Sumw,RO1LyRwH2eZT_eNUN0dC3w,4s6nBWMLN8dUtpH5Z0No-A,3,1,5
huVZckXjxfXC8eZbW8OvuA,IHO1oAX0PrEQo5VYuipX7g,xkd4S7HHZHSyaEyKoLxdBA,4,3,1
Ucbowg6kiiO2pBZrc1yk2Q,ULnAfyqr9dL2_yRsHdYFEQ,glvV7ocKmCj2XvVnyPGyIQ,5,1,0
btYTmIsiqLPTABFiK_Wegg,EQr26hrk8cEYsZjaMVU57g,dbCceT0n2iLCMQxWcKkXyw,5,9,2
pWyXUUw-sZvqu9F6HKoTrQ,LZquQqjVqoWFhVUqfLxUKw,aDOJF5D01NxqFmrIU-W7wg,5,0,0
Mjc87RZxJdCEluVqlXmZ2w,leBpyQruds138tREAfRvzA,1i0Pw3_QVXQIcVnQRmAz_w,5,2,2
w0wLqJE2Waz5DZ1QHkWCWQ,J1vj7-l7v4jYXxSR6ffPkA,XMQIENY3ECN4Tcs4B91Jqg,2,0,0
uVrWuJH0eGzSUZyx4Y4vaQ,vLiXVP1WHdilv13s5SnnQQ,HGBvcQDYWMpHUjKzWSkFmA,3,5,3
3rigVpUBkUPYV173eJ71Pw,FhI8-M6EYtwfrerkWL_VMg,t7vjKmmjRd1cMv-C9Hv0hw,5,0,0
CD4HBPjLfMg9GZmN7H9pUQ,LOYex5JW6KuH_4t332wzsQ,lV_ZwPn0ynGstUbbzoVbiA,3,1,1
rAgCPqxaQKgd7XQVhePBeA,XjaYTbAMsIOkofZJ4QSuJA,Kk8B3nphnsIBv41-D4cwdg,5,0,0
KT-_MhW9OxjUaEqAP3leew,I99hAdRjOW31DfHW6MUqwg,FJmh-VWYye6rVnYcrwQ9Sw,5,0,0
w3dRT20CwQSNJ6GLGbM4SA,4hWPnJWr1pJYOcI0CGrzWg,kDn1PmjRIQhpCWW5qok4kg,4,57,58
8x7p5t9riyBcceJ9VE2lSg,IHO1oAX0PrEQo5VYuipX7g,zd3ZWV5vep2Q3xaQo17fMQ,5,0,0
Eg_DPvcyE5gaxkzSBl_j3g,FhI8-M6EYtwfrerkWL_VMg,loxrPCHFMSAH3W-9IiJcYg,5,0,0
JJ4IAPrBs9BdisKZo68WXA,WXVb0_TPSNGjqRshykMY8Q,ZNLEgTmVU0nDfLlC880STw,2,2,0
fkRdsB8X1scARMka-ZZ0Lg,xHWi7ZQ0zlRoKWlfnmhOYA,TiHNYzoG2ZpsqZPiXtL_2w,1,0,0
tyADq0mznzOx35Qw_3UrjA,5xIcqp5q-6mw1FKaKpRCxw,NLoeEE9r6lQpRdvZtE9mWA,1,1,0
2fIxp1X6QdQ5skDlQGgI1A,FhI8-M6EYtwfrerkWL_VMg,ZHkLeXY8UqaqQPiR7vlx9Q,5,0,0
x7p4p7DYrR8p1AsqIsHbZQ,n7XtDJQVnxb1UzPPzlOlHQ,T_l5I1Wfd-KlGA0AcwSz2g,5,0,0
u14S3f6mcQuk6zyfmFtGAA,sy7uEcDtctaeYqD7HGrPCg,lTKzy17deJUdcwyE829b6Q,5,0,0
J9gTFywDtYKSToug0mrO0g,I99hAdRjOW31DfHW6MUqwg,jewVSwpX19zSWn3A38F4Ww,4,0,0
jTnGMWkG_J0ctif3maFTCA,IzUXCIMWeocK1fJHdrgJgA,LQ2V7UDg0PEIYnTuOyUEuA,4,1,1
A_uo8HaHesVVPDCIFAjBgQ,skT9ekzLdiQRg6Wo2OzMvg,-gMDipBwyLdjEIOJbynciw,2,0,0
gtGdQGd_t7lck3kBQNB2Rg,I99hAdRjOW31DfHW6MUqwg,C73eXfjFaE9jpvOaA4g3jQ,1,1,0
92DxOzXoePN4SNMqSOJwgg,WXVb0_TPSNGjqRshykMY8Q,sQRdZaA7wPeyuK-Qi6kJ5Q,4,0,0
WZ7iCsUcw393GMO2904hcA,gDc_CGQD__1IqL79TaUKrg,erDwCPLkFC98j_sfNBn0Yg,1,0,0
n2UpKhkU2N-66a1QQzrjYw,5oEyGDeqeXeMfFXZdevtFg,nAjtK9UptBAiV0rbtISrUA,3,2,0
rYX3HI-wwktU4SwMroAPcQ,-rf-o_H-3_6XUrSxOLRcpg,K3YFIGLXRHp_wDStNRsi6Q,1,0,0
snXnMPpV4Qfxy_PmBf3pcw,l0qTrHzfkquC144PkJh4Rw,0zzwxCOYkVszcjnCd38BNA,5,0,0
97kprfjgMKe6p2lJxz1Emg,51Fo_uY52A5oaI8YTHU5yg,SS0WexDYsaTo6BKJ4dg97g,5,0,0
_BcWyKQL16ndpBdggh2kNA,4hWPnJWr1pJYOcI0CGrzWg,zcyPyzfP4yW7lPoWyg9VHg,5,6,2
VU_iMC9xrM3PvobEAZhTHA,Qx6IaAjbIECWWaRuqjYMfw,fjVGot0211n8zeJj88rcKw,3,1,1
y5qEpAfJQaOjjG8ZJWrp6w,FhI8-M6EYtwfrerkWL_VMg,dWo_ptJn_i3p9eQN6-zWvw,5,14,7
uH9_UeYslzbjBXOfT95p8A,FhI8-M6EYtwfrerkWL_VMg,NesGI9GTOJdu1X56HA1rSQ,1,1,2
1TW8nIgNz54zbOzHcK30sQ,Y9EfIbXryZVWA3IVx86bAw,Rvnybph47BdcZufbrHTLCA,2,0,0
Sxar63y7w3LCo3XJImTbcw,l0qTrHzfkquC144PkJh4Rw,bYQWW1BF75S1qSjJZTX8aw,5,0,0
z8yeq5Z9FsfZ4YRAPdbhsw,2UPOe4CTsy57JyBWCjNWbQ,rvQek_PMiGpNw5HltF6V8w,2,0,0
8iq8vBSUkJy7zLEFfNr3LA,RO1LyRwH2eZT_eNUN0dC3w,bCe7U5U9ah2DLxq-XvzJng,5,1,0
f1I3wxxzB_3aNoIrJ-IHRQ,m5fKuw8ZMfYjJLtcISCORg,obqp4Hk7FZl-bjVbA8T8Xw,1,0,0
0Cwus8T5TL7AqKa3iAqyFw,Y9EfIbXryZVWA3IVx86bAw,RnZmW7AOlwv3Yh7a0z9d-w,2,1,0
pMhaCHCSyWpy89EoceTy8Q,5QPZY59iu3a0C-jWsZR8ow,EwcJkMRjH_6Ta-TxZySrdA,2,0,0
fm4ckd_Kom0Y6GAGnFRY0w,I99hAdRjOW31DfHW6MUqwg,45fWg9D7mlQokLwvc973Hw,2,1,0
7GsPxzVRsrK-p6gcnQ9MMQ,sy7uEcDtctaeYqD7HGrPCg,3nb4bulJLju5wuSc0aKLXg,1,0,0
x1Msq_TLd7BsA85RWD_6Gw,prjS_8VAw65e32UtoCj5AA,63V3x1kKWYLtpfSpeOFKYg,2,4,0
4yRTDac-iAPTTVyy1DRKzg,rugDoz-A6vL-FG-8PbvOag,OAirVbPHB4AP_-rib7DDBA,4,0,0
FwxJEntzrqMxbn10rDrHlg,xHWi7ZQ0zlRoKWlfnmhOYA,37F-6J3tQEBfocdlnleoSw,3,0,0
uxglfTgdaR5hAwxrz1HDhQ,QOMipQ_Xd2ISvO0MvAS_xQ,PyU3qcppLqiD7ZOn2g-ZMQ,5,2,0
jK2GUV2C6iVelUhw_E__jg,xHWi7ZQ0zlRoKWlfnmhOYA,AxKbbeGDcp-mpW5cvsw-yA,4,0,0
FmvgoQtXtGyK0tqLa7hLdA,e1D2n12gzzsyCdUdas5MKg,qSC_9FXmCDp1nv8loKTq5A,1,0,0
tCHlOz295895UFKp0e39sA,YSJ2WaubNxMCnlNsZfIQbQ,ldSJz0U2yGYiewsjH_k2Og,5,0,0
-rUDyS_zQpA259zL1mt91A,ZzCcljlsQco6WsRDGaV8mQ,k8EfsCbG3_OMEfFDtmbahQ,1,1,0
1IfVs_QeoJzm88xvVMJHgQ,NDk4qwpkU2npNZu742OdBQ,EpuK_peZyUSIGEiwr1QxLA,1,2,0
GEVUylRt_G_a1N6S4HQcOg,K3ZZua4ab6YLhPqZ_DEDlw,rgqOI8pCy0TLwitAob7VWg,3,0,0
ANKx8ZmsvIZubma6HTC40Q,2UPOe4CTsy57JyBWCjNWbQ,8Sv_TTQINupr9lQ7yI9f_g,1,0,0
nj4PFafiPqA1PFj63rR9yg,I99hAdRjOW31DfHW6MUqwg,ljB8it9okksubJUG7Rv8JA,4,4,0
w7Pme6Ls8odMjzipBE237Q,PEb_HioboxCfFONLZzVNTQ,Qt-TlYZdbWjOuPp6g9N12Q,5,3,1
Sxar63y7w3LCo3XJImTbcw,l0qTrHzfkquC144PkJh4Rw,nre0k5Maq6I6JBQShx3dJg,5,1,0
QJrY495O81hGAR2rEh7aKg,ikqbPYXQNLIvfz0kymBnJA,pxU1ugT-BFxIuTYwuXTCPg,1,2,0
l-9MQe6C5fOi4saXnfbLww,LZquQqjVqoWFhVUqfLxUKw,WxgfT6rIbAg2N37sqREK5w,2,4,0
YMEdAAHA19eTgtNfX_Duag,cbimTBHAiibDpq8O6mP4VQ,xByjUGJ8XgEtHWyXBqLvQw,5,1,0
pH7Dv_jdxcKmSoEdR76Rtg,xHWi7ZQ0zlRoKWlfnmhOYA,ZsSl9Cz2nITPpDDBCMVMHg,2,1,0
DDBM1aIU5t9JfwjwQRk1Sg,51Fo_uY52A5oaI8YTHU5yg,wME4_4tfl4OJ0VBB3WfchA,5,2,2
oMVgGl_szyrp4Pi6-pu4mA,5oEyGDeqeXeMfFXZdevtFg,cUFkIZs5lVpxtNv2d9wgSw,5,0,0
8c9d-GNXv--p-mIeKN3bdA,K3ZZua4ab6YLhPqZ_DEDlw,L0zt-LYPOREFAM3q6RVKoQ,1,0,0
5iyWHRIE-WM2hqc0-lWlLQ,51Fo_uY52A5oaI8YTHU5yg,U9UZlumkuajcdaY0rUkJDA,2,0,0
l9v-OKgF2q8qldxlf09UuA,2UPOe4CTsy57JyBWCjNWbQ,rVKHy3PDpyH8ubKCWnoCsw,5,0,0
kGMRQZ5cN6QpkM88l4GRkA,eBo_ZnzWshp5Myx7ugbMhw,2N0C-hkVxzfrrHZ3ldKFpg,5,5,1
pvU67d0hytJH2yUeghOqWQ,xHWi7ZQ0zlRoKWlfnmhOYA,H7ChIcOTZsAcHsaKliAY0Q,4,4,0
4BhfczYXXq7YShBcK76eZA,51Fo_uY52A5oaI8YTHU5yg,tZUnQl2nGfD9DEmLVHutxQ,2,3,0
vXgyyMALJyDNEuP-lA1ijQ,2UPOe4CTsy57JyBWCjNWbQ,w1E0KRSIH4RijiADS9_bMQ,3,1,0
4ubBKMNRphEtRWX4sZ4b1w,Qx6IaAjbIECWWaRuqjYMfw,RmxX1XY1L35FHP5X36NVjA,5,5,3
Q9uDr4Gh1x9ustx8bfIawA,J1vj7-l7v4jYXxSR6ffPkA,qV7-u_gcIpORIJQaa6EFAA,4,0,0
kWh7i2RLuR03G9ngG7SEbg,5xIcqp5q-6mw1FKaKpRCxw,xmr9ov8KSZGpLXwlwm51Cw,5,0,0
7KpLRzb_fMTuCULT0gqSWw,IzUXCIMWeocK1fJHdrgJgA,o6oZ8l86XT6tAKf65Bs5ww,5,0,0
R0tIlmwEuw1dV3hWmo_tEA,eUes9qc-i7WMkUIdtddNDQ,88vGjan6rVzLkulyZNsacg,1,1,0
CD4HBPjLfMg9GZmN7H9pUQ,leBpyQruds138tREAfRvzA,b8koZMbKQJrSGv7HW_w3jA,5,3,3
ghBIBHZt74Din-KERaPFWA,xHWi7ZQ0zlRoKWlfnmhOYA,xRGQHuty1DxAOC7z5bogYg,3,0,0
r4_XcrRt08sADOdIT5ex3A,FhI8-M6EYtwfrerkWL_VMg,WfZhvyVFSIaoyTwWWwrVEw,5,0,0
WKy4_cOj7yrECny5Be1XZA,skT9ekzLdiQRg6Wo2OzMvg,bqSw6poH2Hjqbiyp4xSJrw,5,0,0
1PuwsWuGSUM-CxX3563mzw,jXHjuZSgxAPCDZjxBXsPZg,nyiyO1byl4V61ePYLCVE8g,3,0,0
QPO7JoEIZAHclw7rS0qmsw,e1D2n12gzzsyCdUdas5MKg,-n62sBFH9p0vA23zYNU1IA,1,2,0
cx7QjE9c_3XC4G0o5BFEbQ,IzUXCIMWeocK1fJHdrgJgA,DI4HFlQITgIM_E2YFrKHaQ,5,0,0
fu7wU5WrMxqwYUN7mvyCUw,I99hAdRjOW31DfHW6MUqwg,6ErZf2WRd4WMxX9ixBiMRw,1,3,0
eS6FUQUMpgNxCjIQfjCs9A,5QPZY59iu3a0C-jWsZR8ow,PwxeDppba1bJoJDmBalgmg,1,0,0
FYYmpb30odZ634VHaoDnBg,-rf-o_H-3_6XUrSxOLRcpg,G8Cd2l9k5RvjzY_epG5EjA,2,0,0
DQQqg0M20WdbGfF30PgmTw,FhI8-M6EYtwfrerkWL_VMg,VONfCuG6b_hz_F4ZayyNBQ,4,0,0
Ej6xDUn_q8vmGN_nZH9ZZQ,I99hAdRjOW31DfHW6MUqwg,zpYY0C2jQBGldLrzubbFOA,1,0,0
qKoZsU1rVi3CC1la9twetw,lM5TtwwucIPIzEPeDqDaEw,qnOFFD80GePccrh3W3xdBw,3,0,0
bG-tKd04pMHcRxduL79d2w,WXVb0_TPSNGjqRshykMY8Q,fMyJOj8tTpTZzzrCJkQoRg,1,0,0
gnGrzI2-8L6sSF7jvq57RQ,K3ZZua4ab6YLhPqZ_DEDlw,8yeGTUn4NYqbzLgCOBvyOw,5,0,0
4Y19BA_lUu-rvIwwvle3TA,PEb_HioboxCfFONLZzVNTQ,8r6eu9Z00Oq6dinsPW65rQ,5,0,0
p5mojQQDX1mKwjU82A4suA,5xIcqp5q-6mw1FKaKpRCxw,XvAJZ8eUESXZA5bOz_2ulg,2,5,1
zYtlZo1al5gHMRQviGFDgA,5xIcqp5q-6mw1FKaKpRCxw,-NlDDuLNvNbJ7qVtieq01g,5,1,1
hoEejJj-caMz5sne1RrU1w,4orl8-9N6Opr9FJjpsSVCw,oye-vzBkfTYopjlR219flQ,1,6,1
z8Y2TVVnbZyK86naxdsWZA,rugDoz-A6vL-FG-8PbvOag,p8Chg6tJoUDVPDqM-cHMDw,5,2,1
ojVRw0w2NWkobIrwSjVTbQ,LOYex5JW6KuH_4t332wzsQ,6SmfhaUPU49UYtflLICmhQ,5,0,0
KZNpUHqATkV6CfDMwC8HzQ,5xIcqp5q-6mw1FKaKpRCxw,2cZ-VBF8jt2Poeazdc_Jpw,5,0,0
ezrlZcqk54TstaScGLUBTA,bKeKYs8NycSzIYvpT_6ncg,t8gRkGur_McJwglou1bLMg,5,0,0
oHGV9U1glTMRjOivdZKzfA,sy7uEcDtctaeYqD7HGrPCg,ahVG48vEgjTc6Xea702pOQ,5,0,0
Hfrmk9SMTRr3st3-gp7Ssw,8htTVv-lUyz2SUXKcwSC_A,XQq8hmBIDzCueMyakv9Trg,5,0,0
Q4E0naP3xQYsU63BCPRsHw,5QPZY59iu3a0C-jWsZR8ow,LPwne01BWDQZHKh11PS_HQ,1,0,0
Dy-VyxVZleJmFsgXnkbrQg,J1vj7-l7v4jYXxSR6ffPkA,N0cRFZ0qodgqgUI1EM_m-A,2,1,0
efnDKpsIcK2IjKYKPdJc7w,5QPZY59iu3a0C-jWsZR8ow,jlG0eiWrnpQ4TsdtmMLNTg,2,0,0
vYTKMjwbKSc0yvhYmMhpHw,4wvKerRd-Y88IX6E5lCArQ,kwhMwj71matHK991j8CWPw,1,1,0
NsY3ueFlWomvWkdQeJX2OA,J1vj7-l7v4jYXxSR6ffPkA,jH93zQE0U_DNwgMtsbYz0w,5,1,0
ii_YGWj3ZggTxoWksJ3z5Q,LZquQqjVqoWFhVUqfLxUKw,-u3tv2yM0cSyaokrpvq_jg,2,0,0
3SAbx7h0nYVK1NHE7sI3gA,51Fo_uY52A5oaI8YTHU5yg,L1SBxtMHgyUHqo3sP4jspw,4,0,0
UUF3QL-hIfhHkaz8cPhOOA,n7XtDJQVnxb1UzPPzlOlHQ,Wz9nMIbye12MBO12SLD-VA,5,0,0
S2cL_Rrg5aIuYA9hDK6KKA,FhI8-M6EYtwfrerkWL_VMg,cprhS9u_sNcT80MQF2y4QQ,1,1,0
krfbVSGi1BjAyG2kYJjRmQ,sy7uEcDtctaeYqD7HGrPCg,jvavyWGr6wjGNAkWFWmFdQ,4,0,0
HVx0DpmfzfCsqul-P99gIg,5QPZY59iu3a0C-jWsZR8ow,1MJAHByoxXwsbAMXee6Z1A,2,0,0
aJ0sWxEaenkEQ6GvrlAPvg,BJxoz5d_Z45JasgZ7o-5_g,HgOwYRd_2k9cIVU68nGZ2A,1,4,1
H06k3kmv3-saTgVeC_f4rQ,RjUlQqekSL14zu4rNOZuEQ,aaJ9Oi3JcJMbEE4G7GucEw,1,0,0
miZEcoCU2I_WQ-2Hhftq7g,JgYdYd7qXgFXVjGWFJOz1Q,QqN6IWRSuz4uCLbGgixUXA,5,1,0
KZNpUHqATkV6CfDMwC8HzQ,5xIcqp5q-6mw1FKaKpRCxw,RmiqmppZGRG0eYg5pLIMNg,1,0,1
F_JPU4dW3V8fd9o9cg4tTQ,rugDoz-A6vL-FG-8PbvOag,wcMlbvTigNYfIMHTkk0eOQ,3,2,1
S3IUiaj2TELlZSUpIZ7cRg,I99hAdRjOW31DfHW6MUqwg,Xy853oXuyA8tcMETLRfGow,4,4,1
