business_id:ID(restaurant),name,address,city,stars,review_count,categories,RangePrice,Ambiences,Nb_Ambiences,Nb_categories
YBZHAr2Psvh20BZBv7o6cQ,QDOBA Mexican Eats,"3230 Fashion Center Blvd, Ste 228",Newark,2.5,26,"Mexican, Restaurants, Fast Food",2.0,[],0,3
DZUZbsr-a_59zjjPY8rGKQ,Stitch House Brewery,829 N Market St,Wilmington,4.0,160,"Food, American (New), Brewpubs, Restaurants, Breweries",2.0,"['trendy', 'casual']",2,5
3qRDGcBOcfFnEfAzVLO6oA,Luigi Vitrone's Pastabilities Restaurant,415 N Lincoln St,Wilmington,4.5,49,"Italian, Restaurants",2.0,['classy'],1,2
J1VMww2sKmYVWETGXR63_A,Delaware Saengerbund Oktoberfest,49 Salem Church Rd,Newark,4.5,14,"Arts & Entertainment, Restaurants, German, Music Venues, Nightlife, Local Flavor, Festivals",3.0,[],0,7
QqN7cWY8DerAsL7kW01UcQ,Blue Parrot Bar & Grille,1934 West 6th St,Wilmington,3.0,46,"Restaurants, American (Traditional)",2.0,['casual'],1,2
0MivygP7tD4AWbskqYmMuA,Taverna,3549 Silverside Rd,Wilmington,3.5,56,"Italian, Restaurants",2.0,['casual'],1,2
FNufNXHffHXRUhIqXWNoCQ,BOBO's Mediterranean Grill & Buffet,429 S Walnut St,Wilmington,3.0,11,"Kebab, Mediterranean, Restaurants, Buffets",,[],0,4
UI396ToWHWXcDmILMclWcg,Cantina di Napoli,7 Trolley Sq,Trolley Square,4.0,33,"Italian, Restaurants",2.0,['intimate'],1,2
3N38Hwxvx2Azb2hyLb1vxA,Golden Dove Diner Restaurant,1101 N Dupont Hwy,New Castle,3.5,88,"Breakfast & Brunch, Restaurants, Diners",2.0,"['classy', 'casual']",2,3
_7EnH5l_oCZyu407yuvNEQ,Tacos Mexigo,307 Ridge Rd,Claymont,3.5,26,"Restaurants, Tacos, Food, New Mexican Cuisine, Food Trucks, Mexican",,[''],1,6
VcwdSsoGhQAwo7Th3MWBOw,Los Taquitos De Puebla,241 N Dupont Hwy,New Castle,3.5,40,"Mexican, Vegetarian, Tex-Mex, Restaurants",2.0,['divey'],1,4
C-rxRVvEs7VrGUwMSngxvA,Domino's Pizza,20 Salem Village Sq,Newark,1.5,13,"Restaurants, Pizza",1.0,[''],1,2
j1e3-hZkEX-mnxuujdKQig,Grand East Buffet,2072 Naamans Rd,Wilmington,3.0,85,"Restaurants, Buffets, Chinese",1.0,"['classy', 'casual']",2,3
UBX73ZWgCdgom4nv0UeGvg,Border Cafe,483 Stanton Christiana Rd,Newark,4.0,742,"Cajun/Creole, Vegetarian, Restaurants, Tex-Mex, Cocktail Bars, Bars, Nightlife",2.0,"['classy', 'casual']",2,7
XWDbA6RFVBBLjPps-f47Cw,Pasteleria Rojas,2110 Kirkwood Hwy,Wilmington,3.5,5,"Food, Patisserie/Cake Shop, Bakeries, Restaurants, Mexican",,[''],1,5
-KugJyLmuTECAE121jsCkg,Charlie's Pizza,"2703 Philadelphia Pike, Ste C",Claymont,4.5,39,"Restaurants, Pizza",1.0,['divey'],1,2
-F-30mTCP0dUr_mm57NxUQ,Makers Alley,804 N Orange St,Wilmington,4.5,12,"Nightlife, Beer Gardens, Food Trucks, Food, Restaurants",,[''],1,5
ZraQzfGJfnVMbMXZwOQ7Vg,The Chicken House,1504 Philadelphia Pike,Wilmington,4.5,78,"Restaurants, Peruvian, Chicken Wings, Soul Food",2.0,['casual'],1,4
MPuoLAmmBvijfXC7JEUsFw,Evergreen,15 Pkwy Plz N Dupoint Hwy,New Castle,3.0,7,"Chinese, Restaurants, Szechuan",1.0,[],0,3
-PuFGEYEx1wPjqoxfE_k4Q,El Diablo Burritos,5329A Limestone Rd,Wilmington,4.5,23,"Mexican, Restaurants",,[],0,2
UXHJCBnu6Ruh4SjLBOyaAA,Walt's Chicken Express - Carpenter Station,"2601 Carpenter Station Rd, Ste 50",Wilmington,4.0,12,"Chicken Shop, Restaurants, Soul Food, Chicken Wings",,[],0,4
F4cyfaD-SIg2N8r2xIiWjg,ACME Markets,1812 Marsh Rd,Wilmington,2.0,6,"Grocery, Food, Shopping, Drugstores, Restaurants, Bakeries, Delis",2.0,[''],1,7
Y9wxA_5Mwnax3dTLTXxEZg,De La Coeur Café et Boulangerie,3629 Silverside Rd,Wilmington,4.0,32,"Restaurants, Sandwiches, Breakfast & Brunch, Cafes, Salad, Delis, Bakeries, Coffee & Tea, Food, Specialty Food",1.0,[],0,10
FAvUlfYblxOf6FA4eO-qnA,Rascals Crab & Seafood Restaurant,1102 N Dupont Hwy,New Castle,3.0,6,"Specialty Food, Seafood, Food, Restaurants, Barbeque, Seafood Markets",2.0,[''],1,6
h2TLKm5xuRttX1NJUoYurQ,Casa Mariachi,519 E Basin Rd,New Castle,3.5,8,"Mexican, Nightlife, Restaurants, Tacos, Bars",1.0,[],0,5
VNf2NwMjjcYVBWGGMigTtA,Jalapeno Grill,1815 Lancaster Ave,Wilmington,4.5,56,"Beer, Wine & Spirits, Ethnic Food, Mexican, Specialty Food, Restaurants, Food",2.0,['casual'],1,7
g1o1XGR4vA85paP6G9S9DQ,Prospero's Pizza,801 Churchmans Rd,New Castle,5.0,11,"Restaurants, Pizza",,[''],1,2
dAYsDKMHLR3eZqn1CP5oJw,Latin Fusion Restaurant & Lounge,837 N Union St,Wilmington,2.5,27,"Bars, Caribbean, Puerto Rican, Dominican, Restaurants, American (Traditional), Latin American, Nightlife",2.0,[],0,8
6zLeYObKM9K4aFcSrhbz_Q,Mom's Pizza,204 N Maryland Ave,Wilmington,3.0,19,"Pizza, Restaurants",2.0,[],0,2
J4Lj1Mag6ODDmP0kuRnEZw,Cafe Mezzanotte,1007 N Orange St,Wilmington,3.0,63,"Restaurants, Nightlife, Italian, Wine Bars, Bars",2.0,['intimate'],1,5
icydX8ke3jYeam4yL3ap4w,Gallery Pizza,1622 W Newport Pike,Wilmington,3.0,10,"Pizza, Restaurants, Italian",1.0,[],0,3
QgJv-WSd5IdYTYIaS_RRxQ,Mary's,1836 N Lincoln St,Wilmington,4.5,34,"Breakfast & Brunch, Restaurants",1.0,['casual'],1,2
FjgPNVFrbL924rNUMm8nBg,Jessop's Tavern,114 Delaware St,New Castle,4.0,258,"Restaurants, American (Traditional), Pubs, Nightlife, Bars, Irish, Food",2.0,['intimate'],1,7
Eggbe8TRDB0wPjqymWMk9Q,Dunkin',1012 Kirkwood Highway,Elsmere,3.0,7,"Food, Coffee & Tea, Restaurants, Donuts",1.0,[''],1,4
QZjoE2z7MwKZ8JvzUNzGzw,Everest Indian Grocery Store,54 Carpenter Plz,Wilmington,3.5,14,"Specialty Food, Indian, Grocery, Restaurants, Food, Ethnic Food",2.0,[''],1,6
g49GSuIxGFz0Kr9b9qXqJQ,Sbarro,"4737 Concord Pike, Ste 840",Wilmington,3.5,6,"Italian, Restaurants",1.0,[],0,2
Tz36ybiNcF6X9wxEFZ4J4g,Royal Farms,3701 Kirkwood Hwy,Wilmington,1.5,18,"Convenience Stores, Automotive, Breakfast & Brunch, Restaurants, Food, Gas Stations, American (New)",1.0,[''],1,7
jVJdCT5lD-DT0LuH1OGVNA,Ruby Tuesday,"719 Christiana Mall, #607-A",Newark,2.0,9,"Burgers, American (New), Restaurants, American (Traditional)",2.0,[],0,4
F0hePnZFn1Da5bQ-GO5tfA,Omega Pizza,209 W 4th St,Wilmington,2.5,16,"Restaurants, Pizza",2.0,[''],1,2
Ve1V5bBuUCz_aB0K5s0x_w,Milano Pizzeria,204 Churchmans Rd,New Castle,3.0,18,"Restaurants, Pizza",1.0,[''],1,2
Y4nL9U-1fJmGAs5iTlSIXg,Sunna Juice Bar,1420 N Dupont St,Wilmington,4.0,11,"Juice Bars & Smoothies, Restaurants, Live/Raw Food, Food, Vegan",3.0,[''],1,5
r08CGs3hygzCtBcmZYpZsg,Jae Seafood by Tommy,"403 Philadelphia Pike, Ste 1",Wilmington,4.0,42,"Seafood, Specialty Food, Seafood Markets, Restaurants, Food",3.0,[],0,5
65024MqvGVwOvseDL8l_-w,The Juice Joint,323 Justison St,Wilmington,4.0,14,"Food, Juice Bars & Smoothies, Restaurants",,[''],1,3
yK8LWJ4VRTYEoGxVYzcjQg,Metro Diner,4601 Ogletown-Stanton Rd,Newark,4.0,381,"Breakfast & Brunch, Diners, Restaurants, American (Traditional)",2.0,['casual'],1,4
3dn-FdMoVBfqkH3SEgecxw,Country Maid Stores,192 Christiana Rd,New Castle,4.5,9,"Delis, Restaurants",1.0,[],0,2
gtOVX8hGKKIryQs0lGPt3w,Bawarchi Biryani Point,2628 Kirkwood Hwy,Newark,3.5,53,"Halal, Indian, Restaurants",2.0,['casual'],1,3
ACVar6kJC_P2aDHDBx6N_Q,Pinji's Cafe,913 N Market St,Wilmington,3.5,10,"Juice Bars & Smoothies, Sandwiches, Korean, Food, Cafes, Breakfast & Brunch, Coffee & Tea, Restaurants",1.0,[],0,8
4EffIBpRHXJP0mNZeRAYvA,Pinji's Cafe,1428 N Clayton St,Wilmington,4.5,33,"Coffee & Tea, Food, Restaurants, Japanese, Sandwiches, Juice Bars & Smoothies, Breakfast & Brunch, Gluten-Free, Ramen",1.0,[],0,9
hFMud7XDefdWM1d-p1B2dQ,Bahama Breeze,500 Center Blvd,Newark,3.5,215,"Nightlife, Bars, Seafood, Latin American, Laotian, Caribbean, Restaurants, American (Traditional)",2.0,"['classy', 'casual']",2,8
2-yrFS9sCxyKPfr6CnHmTw,Oscar's Famous Pizzeria,4569 New Linden Hill Rd,Wilmington,2.5,23,"Restaurants, Pizza, Food",2.0,['casual'],1,3
_wm4lnfN_vWSuXZH3gXq9Q,A Pizza History,625 Delaware St,New Castle,3.5,12,"Restaurants, Pizza, Breakfast & Brunch",1.0,[],0,3
Wbq1ioousibK88FRw3PlDA,Bain's Deli,225 N Market St,Wilmington,3.5,15,"Delis, Restaurants",1.0,['casual'],1,2
qwoqt5912WOdHHOtoMUF1A,Ny Gyro & Grill,3541 Philadelphia Pike,Claymont,4.5,15,"Restaurants, Middle Eastern, Mediterranean, Food, Desserts, Halal",,[''],1,6
0y5x2QxXdeHvs_m0hoO84Q,Aureas Mexican Restaurant,3624 Bayard Dr,Claymont,4.0,72,"Mexican, Restaurants, Bars, Nightlife",2.0,['casual'],1,4
gemfdRJabGzAqfD1oLLC_A,Horace Shellhammer's,9C University Plz,Newark,4.0,149,"Bars, Burgers, Restaurants, American (Traditional), Nightlife",2.0,['casual'],1,5
myAaXOSoxfaNnCPTcV4M8w,Burger King,300 S Maryland Ave,Wilmington,3.0,5,"Restaurants, Burgers, Fast Food",1.0,[''],1,3
9i784uctK0-_omQcdCcgWA,Barcelona Pizza Pike Creek,4706 Limestone Rd,Wilmington,4.0,6,"Chicken Wings, Cheesesteaks, Burgers, Restaurants, Pizza",,[''],1,5
qeBhpLwPn8KZJoHPPSH-sg,Nuyorican Pasteles,12 Bunker Hill Rd,New Castle,1.0,13,"Event Planning & Services, Caribbean, Puerto Rican, Food Delivery Services, Food, Caterers, Specialty Food, Restaurants",,[''],1,8
0HzjYHjeL5GvGHMj9XjO5A,El Toro,624 N Union St,Wilmington,4.0,59,"Mexican, Restaurants",1.0,['casual'],1,2
jCyQknyt1mkMTBw60-ABUw,McDonald's,2507 Concord Pike,Wilmington,2.0,32,"Restaurants, Coffee & Tea, Fast Food, Food, Burgers",1.0,[],0,5
_LoYXMFxkbmrpAP74d81Dw,Tropical Smoothie Cafe,3252 Fashion Center Blvd,Newark,2.5,12,"Restaurants, Sandwiches, Juice Bars & Smoothies, Food",,[''],1,4
ylkgMTVWMvliW9x-XlbjvA,Famous Dave's Bar-B-Que,303 Rocky Run Pkwy,Wilmington,3.5,51,"Restaurants, Comfort Food, American (Traditional), Event Planning & Services, Caterers, Barbeque",2.0,['casual'],1,6
kvb0a9FiFs9UXWxE6q-5DA,Naaman's Pizzeria,"3100 Naamans Rd, Ste 9",Wilmington,4.5,34,"Restaurants, Pizza",1.0,['casual'],1,2
Qp_6nULBg80xhx8ksMYAHQ,Utage Japanese Restaurant,"1601 Concord Pike, Ste 59",Wilmington,4.0,5,"Japanese, Restaurants",3.0,[''],1,2
ajFL2FsdDZQwwpiOVeh1nQ,Pomodoro Restaurant,729 N Union St,Wilmington,3.0,10,"Restaurants, Italian",2.0,[],0,2
-PTWFicakClBDK-zyQ5hjA,First Watch,74 Geoffrey Dr,Newark,4.0,166,"Cafes, Breakfast & Brunch, American (Traditional), American (New), Restaurants",2.0,"['hipster', 'casual', 'trendy']",3,5
uPngSFlKQmQT3v8h8aTwmA,Luigis Pizzeria,14 Carpenter Plz,Wilmington,3.0,25,"Pizza, Restaurants",2.0,[],0,2
ERov0fZxnWhM-2GYFY2i9Q,Unique Chinese,1401 Philadelphia Pike,Wilmington,2.5,20,"Japanese, Chinese, Restaurants",1.0,[],0,3
xHi_onbMgQqj86HFfDiqsw,Royal Farms,457 Stanton Christiana Rd,Newark,3.5,9,"Fast Food, Restaurants, Convenience Stores, Gas Stations, Food, Automotive",,[''],1,6
I3yzZhtKfRMuUHWHDBqHGA,Capriotti's Sandwich Shop,510 N Union St,Wilmington,3.5,46,"Restaurants, Sandwiches, Delis, Salad, Soup",1.0,[],0,5
v1VKIvac73Fxt6BMiuKiTA,Lawerence Pizza & Restaurant,801 Churchmans Road Ext,New Castle,3.5,14,"Restaurants, Pizza, Italian",2.0,[],0,3
HQdoy8OpEuGKM_Op-ovHFQ,Skipjack Dining,401 Louviers Dr,Newark,4.0,109,"Cocktail Bars, Restaurants, American (New), Seafood, Bars, Nightlife",2.0,['casual'],1,6
alM80dgR9izB_svltTw1Nw,Argilla Brewing,2667 Kirkwood Hwy,Newark,3.5,148,"Food, Restaurants, Bars, Pubs, Nightlife, Breweries, Pizza",2.0,['casual'],1,7
YkL_44nF4_jUDm3cyq5SJw,China King,4307 Kirkwood Hwy,Wilmington,3.0,19,"Chinese, Restaurants",1.0,['divey'],1,2
rl77SOSsmY-jklKpTm3jWw,Public House Wilmington,902 N Market St,Wilmington,3.0,23,"Restaurants, American (New), Nightlife",2.0,[],0,3
NlkFNuYkreoPvrThNQEvbw,Docklands Riverfront,110 West St,Wilmington,3.5,72,"Venues & Event Spaces, Restaurants, Event Planning & Services, Nightlife, American (New), Bars",2.0,[],0,6
EUTf-d0OVBMyPkg3lObG6w,Famous Famiglia,530 Jfk Memorial Hwy,Newark,3.0,7,"Restaurants, Fast Food, Pizza",2.0,[],0,3
X0lMkTXVs3PLcyKzQ6GTcw,Maiale,"3301 Lancaster Ave, Ste 3D",Wilmington,4.5,65,"Restaurants, Sandwiches, Delis, Salad, Breakfast & Brunch",2.0,['casual'],1,5
JogSG9qSX7rRN1qioMhYeg,The Ice Cream Shoppe,700 Philadelphia Pike,Wilmington,4.0,11,"Food, Ice Cream & Frozen Yogurt, Sandwiches, Pretzels, Desserts, Hot Dogs, Restaurants",1.0,[''],1,7
DXdqMi16GRc7oMUSFmjIfA,Kidds Chicken And Waffles,301 N Pine St,Wilmington,2.5,5,"Food, Specialty Food, American (New), Restaurants",1.0,[],0,4
IZgQel8rfyLY8r69GtnUQg,Ike's Artisan Pizza,4569 New Linden Hill Rd,Wilmington,4.5,8,"Wraps, Chicken Wings, Restaurants, Pizza, Cheesesteaks",,[''],1,5
adVbOEChtDwsLF6k_Quczw,Country Maid Deli-Jack's,2400 Kirkwood Hwy & Millt,Wilmington,3.0,13,"Delis, Restaurants",1.0,[],0,2
-eKoPT80NewUNc2h-hevdA,Harvest House,1204 N Washington St,Wilmington,4.5,46,"Coffee & Tea, American (New), Restaurants, Food, Juice Bars & Smoothies",2.0,[],0,5
qCVbvgYjJkdsrSN71Ra0Ew,The Crow Bar,1711 Delaware Ave,Wilmington,3.5,27,"Bars, Pizza, Restaurants, Chicken Wings, Nightlife, Cocktail Bars, Greek",,['classy'],1,7
hJ0QkeOdQ5y7MTmdR9NO1Q,The Copper Dram,3826 Kennett Pike,Greenville,4.5,56,"Beer, Wine & Spirits, Cocktail Bars, American (New), Bars, Food, Nightlife, American (Traditional), Restaurants",2.0,"['casual', 'romantic', 'upscale']",3,9
TU3rjb_t9OVLoxVJpwEhwA,Sheraton Suites Wilmington Downtown,422 Delaware Ave,Wilmington,3.0,82,"Restaurants, Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces",2.0,[],0,5
T3zMecCY619BrWOg-fi7lA,Extreme Pizza - Wilmington,201 N Market St,Wilmington,2.5,69,"Pizza, Restaurants, Salad, Sandwiches",2.0,['casual'],1,4
hN4B1kS8J5MQykKxrYXB_g,Wheelys Cafe,"791 Frenchtown Rd, Penn Farm",New Castle,4.5,10,"Restaurants, Cafes, Vegan, Waffles, Breakfast & Brunch",,[],0,5
aAPiZY_6_xb2qSMs0ABBpg,Tasti Thai,287 Christiana Rd,New Castle,3.5,124,"Thai, Restaurants",2.0,['casual'],1,2
2ZaldC7ird5-K9sSvK6tIw,Chipotle Mexican Grill,3700 Kirkwood Hwy,Wilmington,2.0,36,"Restaurants, Mexican, Fast Food",1.0,[],0,3
aiJg1ucX4IoeWFwKTNZcsA,Boston Market,3130 Kirkwood Hwy,Wilmington,3.0,10,"Comfort Food, Restaurants, Event Planning & Services, Chicken Shop, Caterers, American (Traditional), Sandwiches",1.0,[''],1,7
yfKe5Ne8oo4jEBXiZvr__g,Hak's Restaurant,1050 S Market St,Wilmington,2.0,6,"Sports Bars, Bars, Restaurants, Adult Entertainment, Nightlife",2.0,[''],1,5
rwPdi2Ept5LcVYIRUjj53Q,Angel's Restaurant,2222 Silverside Rd,Wilmington,4.0,38,"Restaurants, Diners, American (Traditional)",1.0,['casual'],1,3
BKVwN2btBPovpWis42Urlg,Kozy Korner Restaurant,906 N Union St,Wilmington,4.0,48,"Breakfast & Brunch, Restaurants, Diners, Sandwiches",1.0,['casual'],1,4
DZG3652AxmIUGmlF-hg3mw,Bertucci's Italian Restaurant,3610 Concord Pike,Wilmington,3.5,67,"Pizza, Gluten-Free, Restaurants, Italian",2.0,['casual'],1,4
pOQGEGN_UrH8rtKea0WKRA,Tropical Smoothie Cafe,4742 Limestone Rd,Wilmington,4.0,26,"Juice Bars & Smoothies, Sandwiches, Cafes, Wraps, Breakfast & Brunch, Food, Restaurants, Internet Cafes",,[],0,8
UgdwL5wCdaFe84wmXmwaFg,Minato Japanese Restaurant,101 W 8th St,Wilmington,3.0,9,"Restaurants, Japanese",2.0,[],0,2
qdKCj1XsTCgTql1iuPB5lg,Marsh Road Diner,407 Marsh Rd,Wilmington,3.5,92,"Restaurants, Diners, Cafes, Breakfast & Brunch",1.0,['casual'],1,4
a-YvWwzkAd-w6VWsW0sEhQ,Jimmy John's,"824 N Market St, Ste 105",Wilmington,3.0,15,"Restaurants, Food, Fast Food, Sandwiches, Food Delivery Services, Delis",1.0,[''],1,6
Jmk_N22L1iQ6-EZIlexqag,La Tlaxquenita,218 New Castle Ave,New Castle,5.0,7,"Restaurants, Food, Convenience Stores, Mexican",2.0,[],0,4
qRB4CzTnQy6iOO4D1FT4kg,Two Cousins Pizza,7460 Lancaster Pike,Hockessin,3.0,60,"Pizza, Restaurants",1.0,['casual'],1,2
Yh0HF45_lVXa6gSSKsJY1w,Jimmy John's,1111 Churchmans Rd,Newark,3.0,16,"Delis, Fast Food, Sandwiches, Restaurants",1.0,[''],1,4
JCXcdCGpqIRXEGzhPukdsg,Porto-Fino Pizza & Restaurant,730 Ferry Cut Off St,New Castle,4.0,38,"Italian, Restaurants, Pizza",2.0,['casual'],1,3
FyPqFGQXuX7Jkrjm6LoC0Q,Great Wall,4553 New Linden Hill Rd,Wilmington,2.5,20,"Restaurants, Chinese",2.0,[],0,2
Y8iVXWq_C-U3POZ6yItw7Q,Chili's,3220 Fashion Center Blvd,Newark,2.0,57,"Restaurants, American (Traditional), Tex-Mex, Food, Bars, Nightlife",2.0,['casual'],1,6
4Co0fjkcBvNpUY1z-tg67g,Mrs Snyder's,414 Delaware St,New Castle,4.0,7,"Restaurants, Bakeries, American (Traditional), Breakfast & Brunch, Food",,[''],1,5
2XEXr1Ba8V8qN4IGADNliA,Kukurukoo Express,101 W Market St,Wilmington,3.5,12,"Mexican, Restaurants",2.0,[],0,2
WM18UYsMn4EOwc1s1cCoAg,China Inn,216 New Castle Ave,New Castle,2.0,6,"Restaurants, Chinese",1.0,[''],1,2
ElEbumta2ujV9PTx4OGbVw,Columbus Inn,2216 Pennsylvania Ave,Wilmington,3.5,144,"American (New), Italian, Venues & Event Spaces, Nightlife, Event Planning & Services, Bars, Breakfast & Brunch, Cocktail Bars, Restaurants, Seafood",2.0,['classy'],1,10
gu4TEXWfC69ZVrKDsVPtKQ,Chaiyo Sushi and Thai Cuisine,1724 W Newport Pike,Wilmington,4.0,36,"Japanese, Thai, Sushi Bars, Asian Fusion, Restaurants",2.0,['casual'],1,5
z-2pRvQXAWqcZdLW2fKj9g,Deerhead Hot Dogs,620 S Maryland Ave,Wilmington,3.5,20,"Sandwiches, Hot Dogs, Restaurants, Burgers",1.0,[],0,4
NXYydDGZuz3p2AGg4puqig,Cuzino's Pizza & Pasta,188 Penn Mart Shopping Ctr,New Castle,3.0,13,"Pizza, Restaurants",1.0,[''],1,2
FYOPKSHyRVYwqjNayJdIPA,King Garden Chinese Restaurant,3466 Naamans Rd,Wilmington,3.5,33,"Restaurants, Chinese",1.0,['casual'],1,2
-6eomXaFuOSKPsUbk2A3xQ,The Crownery Chinese Restaurant,228 Lantana Dr,Hockessin,3.0,70,"Restaurants, Chinese",2.0,['casual'],1,2
yFxxhrdtDfmNF4xcXeem8A,Takumi,1601 Concord Pike,Wilmington,3.5,193,"Chinese, Sushi Bars, Japanese, Restaurants",2.0,['classy'],1,4
vep5L_9i_xFaCm2bZvQemg,Days Inn by Wyndham Newark Wilmington,900 Churchmans Road,Newark,2.0,18,"Restaurants, Event Planning & Services, Hotels, Hotels & Travel",2.0,[''],1,4
UWQn01BHc7jJnjDx6y-n9Q,Boston Market,300 University Plz,Newark,3.5,12,"American (Traditional), Restaurants, Chicken Shop, Sandwiches, Comfort Food, Caterers, Event Planning & Services",1.0,[],0,7
reHlvRPArBEo4RatrXZQNg,Bella Italy,4817 Governor Printz Blvd,Wilmington,2.5,15,"Pizza, Restaurants",2.0,[],0,2
8IazNnZkqYlNODBZPS1CGA,Wawa,183 Airport Rd,New Castle,2.0,7,"Food, Coffee & Tea, Convenience Stores, Restaurants, Sandwiches",1.0,[''],1,5
_ZG6xLrZ7VIfcQS_tl0Mpg,Cotti's Pizza,7313 Lancaster Pike,Hockessin,4.0,11,"Wraps, Pizza, Restaurants, Sandwiches",,[],0,4
Qz6-OxFp9PhGwMZG5geqpw,Touch Of Italy,2530 Concord Pike,Wilmington,3.5,158,"Italian, American (New), Restaurants",2.0,"['classy', 'casual']",2,3
L-NBC1etnxAvHP_u2xo4Ow,Moe's Southwest Grill,5311 Brandywine Pkwy,Wilmington,2.5,46,"Mexican, Tex-Mex, Restaurants",1.0,[],0,3
9pPK-EhpT9jkC7WXdtDM-w,Seasons Pizza,3901 Concord Pike,Wilmington,3.0,46,"Caterers, Restaurants, Chicken Wings, Italian, Event Planning & Services, Pizza",1.0,['casual'],1,6
iWyYWFXrOvyoxIvUPf8OuA,Opa Opa,7 A Trolley Sq,Wilmington,4.0,119,"Mediterranean, Greek, Restaurants",1.0,['casual'],1,3
P_nqb7lULOtx3pAJbKfFXA,Santa Fe Mexican Grill - Wilmington,2006 Pennsylvania Ave,Wilmington,3.5,74,"Restaurants, Mexican, Nightlife",2.0,['casual'],1,3
sRJFxyCjZnmXuZLk6uKW6Q,Panera Bread,715 Christiana Mall Rd,Newark,2.5,35,"Food, Restaurants, Breakfast & Brunch, Bakeries, Sandwiches, Coffee & Tea, Bagels, Cafes, Soup, Salad",2.0,['casual'],1,10
cVWOVdiHpPRzuS2FSQUgfA,Omka Grill & Sushi,"3301 Lancaster Pike, Unit 1C",Elsmere,4.5,20,"Sushi Bars, Restaurants, Wholesalers, Professional Services, Japanese, Restaurant Supplies",,[],0,6
3omPdJWZzRAaNZU4vaovZQ,Food For Thought Catering,"408 Philadelphia Pike, Ste 1",Wilmington,4.5,10,"Restaurants, Caterers, Barbeque, Event Planning & Services",2.0,[''],1,4
S_i39mHBCZadtvwdC6Hb6Q,Seasons Pizza,615 S Maryland Ave,Wilmington,2.0,19,"Italian, Restaurants, Chicken Wings, Pizza",2.0,[],0,4
mcmOeaoHlryrtogjd3tooQ,La Fia,421 N Market St,Wilmington,4.0,177,"Cafes, Specialty Food, Bakeries, American (New), Restaurants, Food, Italian",2.0,['trendy'],1,7
DvKVx_Em_UkG2NPeeKSJzg,Sitaly To Go,1806 Marsh Rd,Wilmington,4.0,23,"Pizza, Restaurants",,[''],1,2
NTlF55qiq2TCxR_2Kr4NAA,Star of India,1710-A Newport Gap Pike,Wilmington,4.0,44,"Indian, Restaurants",2.0,[],0,2
015DpGQSGAjbHfa7KE-p5A,Domino's Pizza,1202 Delaware St,New Castle,3.0,9,"Pizza, Restaurants",1.0,[],0,2
xSaH011Ov02w-8sxr78M6Q,New Dragon Restaurant,707 Ace Memorial Dr,Hockessin,4.0,12,"Restaurants, Chinese",1.0,['casual'],1,2
ZjwEfrsA2bztSk9SLrPqPA,Kung Fusion Asian Grill,1714 Marsh Rd,Wilmington,3.0,32,"Sushi Bars, Restaurants, Chinese, Asian Fusion",2.0,['casual'],1,4
KzGXMHnlrknUhEjNyD8yZQ,Pho Cali,4373 Kirkwood Hwy,Wilmington,3.5,126,"Food, Specialty Food, Vietnamese, Ethnic Food, Restaurants",1.0,['casual'],1,5
2y2LhpdlHuGU6bkAHFSoQg,Wawa,2621 Philadelphia Pk,Claymont,3.5,26,"Food, Restaurants, Coffee & Tea, Sandwiches, Convenience Stores",1.0,[],0,5
fNd-tOJGusNDcT0Kqzikaw,Indian Hut,1253 Churchmans Rd,Newark,2.5,22,"Indian, Restaurants",,[],0,2
AHQSq5ZdYVQUleXgPwHHhg,Teriyaki Madness,3311 Concord Pike,Wilmington,3.5,27,"Chinese, Japanese, Gluten-Free, Asian Fusion, Restaurants",,[''],1,5
jAwmIPk8p2c2kxAbL7Ocyw,Sansone's Seafood Market,7th & Lincoln St,Wilmington,4.0,24,"Seafood Markets, Seafood, Restaurants, Specialty Food, Food",2.0,[''],1,5
bbm5_njEZyw68E7UUY0xgQ,Red Robin Gourmet Burgers and Brews,101 W Main St,Christiana,3.0,86,"American (Traditional), Beer, Wine & Spirits, Burgers, Restaurants, Food",2.0,['casual'],1,6
4lVR4qfWaX-wn1v4EakF8A,Barcelona Pizza,3322 Old Capitol Trl,Wilmington,4.5,28,"Pizza, Chicken Wings, Restaurants, Cheesesteaks",2.0,['casual'],1,4
jJKvRg2tYr7qWP-VxdjCTQ,The Back Burner,425 Hockessin Corner,Hockessin,3.5,91,"Food, American (New), Seafood, Restaurants",2.0,"['intimate', 'classy']",2,4
PGFzlPVRUz2rpR9DRAU7dQ,Murph's Irish Pub,401 Philadelphia Pike,Wilmington,3.5,5,"Bars, Nightlife, Pubs, Irish, Dive Bars, Restaurants",1.0,[],0,6
leaEzQ7Uz_7NID4vpx9RCQ,Juliana's Kitchen,1828 W 11th St,Wilmington,4.5,188,"Restaurants, Peruvian, Latin American",2.0,['casual'],1,3
vVLLNrqhvrkVXfIIW9Etag,Timothy's On the Riverfront,930 Justison St,Wilmington,2.5,138,"American (Traditional), Restaurants",2.0,['casual'],1,2
xNZj9zMVY7NizZyBn41BvA,Tropicalia,1701 W 4th St,Wilmington,4.0,10,"Caribbean, Restaurants, Dominican",1.0,[],0,3
